species,food,protein_g,fat_g,carbs_g,fiber_g,sugar_g,calories,omega3_mg,omega6_mg,bioavailability_score,glycemic_index,ingredient_cost_usd,toxin_flag,protein_match,fat_match,carb_tolerance,sugar_risk,omega_balance,bioavailability_match,glycemic_risk,digestibility_index,fiber_compatibility,predicted_caloric_density,health_grade
Dog,Turkey Liver,18.3,4.4,2.3,0.0,0.0,128.0,60.0,500.0,0.87,0.0,0.35,0.0,0.5083333333333333,1.0,1.0,0.0,0.25,0.87,0.0,0.7394999999999999,0.7,0.3516,A
Dog,Rhubarb,0.9,0.2,4.5,1.8,1.1,21.0,5.0,20.0,0.4,15.0,0.25,0.8,0.025,1.0,1.0,0.05500000000000001,0.015909090909090907,0.4,0.15,0.34,0.88,0.2815,F
Dog,Iceberg Lettuce,0.9,0.1,3.0,1.2,2.0,14.0,5.0,20.0,0.3,15.0,0.08,0.0,0.025,1.0,1.0,0.1,0.015909090909090907,0.3,0.15,0.255,0.8200000000000001,0.2953,B
Dog,Macadamia Nut,7.9,75.8,13.8,8.6,4.6,718.0,200.0,1290.0,0.7,10.0,2.2,0.8,0.21944444444444444,0.0,1.0,0.22999999999999998,0.7477272727272727,0.7,0.1,0.595,0.44000000000000006,0.4709,F
Dog,Raw Potato,2.0,0.1,17.5,2.2,0.8,77.0,10.0,30.0,0.35,78.0,0.08,0.8,0.05555555555555555,1.0,1.0,0.04,0.029545454545454545,0.35,0.78,0.2975,0.92,0.313,F
Dog,Alcohol (Ethanol),0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.05,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.05,0.0,0.0425,0.7,0.259,F
Dog,Caffeine Extract,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.8,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.085,0.7,0.2,F
Dog,Apple Seeds,18.0,33.5,30.0,25.0,2.0,470.0,5.0,200.0,0.2,10.0,0.1,0.0,0.5,0.6599999999999999,1.0,0.1,0.05681818181818182,0.2,0.1,0.17,0.0,0.3631,D
Dog,Lily (Plant),3.0,0.5,8.0,2.0,1.0,45.0,2.0,10.0,0.1,15.0,0.3,1.0,0.08333333333333333,1.0,1.0,0.05,0.006818181818181818,0.1,0.15,0.085,0.9,0.2735,F
Dog,Bread (White),9.0,3.2,49.0,2.7,5.3,265.0,50.0,650.0,0.55,75.0,0.12,0.0,0.25,1.0,0.6400000000000001,0.265,0.26136363636363635,0.55,0.75,0.4675,0.97,0.4014,C
Dog,Citrus Peel,1.5,0.2,16.0,10.6,4.0,47.0,10.0,30.0,0.3,0.0,0.1,0.0,0.041666666666666664,1.0,1.0,0.2,0.029545454545454545,0.3,0.0,0.255,0.24,0.301,D
Dog,Mammal Meat (Generic),22.0,8.0,0.0,0.0,0.0,170.0,60.0,400.0,0.85,0.0,0.6,0.0,0.6111111111111112,1.0,1.0,0.0,0.22727272727272727,0.85,0.0,0.7224999999999999,0.7,0.3524,A
Cat,Chicken Breast,31.0,3.6,0.0,0.0,0.0,165.0,70.0,600.0,0.92,0.0,0.55,0.0,0.5961538461538461,1.0,1.0,0.0,0.6227272727272727,0.92,0.0,0.9197033215091907,1.0,0.3631,A
Cat,Beef (Ground 85%),26.1,15.0,0.0,0.0,0.0,250.0,50.0,520.0,0.9,0.0,0.65,0.0,0.5019230769230769,1.0,1.0,0.0,0.48636363636363633,0.9,0.0,0.8996553044810417,1.0,0.41,A
Cat,Salmon,20.4,6.3,0.0,0.0,0.0,140.0,2260.0,170.0,0.95,0.0,1.2,0.0,0.3923076923076923,1.0,1.0,0.0,0.5772727272727273,0.95,0.0,0.9495345418912297,1.0,0.2834,A
Cat,Tuna,23.3,1.0,0.0,0.0,0.0,109.0,1600.0,40.0,0.93,0.0,0.9,0.0,0.4480769230769231,1.0,1.0,0.0,0.5181818181818182,0.93,0.0,0.9296010296010295,1.0,0.2888,A
Cat,Turkey Breast,29.0,1.0,0.0,0.0,0.0,135.0,40.0,410.0,0.91,0.0,0.6,0.0,0.5576923076923077,1.0,1.0,0.0,0.38636363636363635,0.91,0.0,0.9096863150637711,1.0,0.3356,A
Cat,Lamb,25.5,16.5,0.0,0.0,0.0,258.0,100.0,850.0,0.88,0.0,0.85,0.0,0.49038461538461536,1.0,1.0,0.0,0.8863636363636364,0.88,0.0,0.8796550372402978,1.0,0.3916,A
Cat,Pork Loin,27.3,8.0,0.0,0.0,0.0,196.0,30.0,700.0,0.87,0.0,0.55,0.0,0.525,1.0,1.0,0.0,0.46818181818181814,0.87,0.0,0.8696814353716587,1.0,0.3776,A
Cat,Duck,19.0,11.2,0.0,0.0,0.0,201.0,90.0,1100.0,0.86,0.0,1.0,0.0,0.36538461538461536,1.0,1.0,0.0,0.95,0.86,0.0,0.8595476065228826,1.0,0.3344,A
Cat,Egg (Whole),12.6,9.5,0.7,0.0,0.4,143.0,74.0,1150.0,0.94,0.0,0.25,0.0,0.2423076923076923,1.0,1.0,0.02,0.87,0.94,0.0,0.8898572501878287,1.0,0.3795,A
Cat,Egg (White),10.9,0.2,0.7,0.0,0.7,52.0,0.0,0.0,0.88,0.0,0.2,0.0,0.20961538461538462,1.0,1.0,0.034999999999999996,0.0,0.88,0.0,0.8261843238587425,1.0,0.3156,A
Cat,Cottage Cheese,11.1,4.3,3.4,0.0,2.7,98.0,20.0,80.0,0.8,27.0,0.4,0.0,0.21346153846153845,1.0,1.0,0.135,0.13636363636363635,0.8,0.27,0.6119917298414886,1.0,0.321,B
Cat,Yogurt (Plain),3.5,3.3,4.7,0.0,4.7,61.0,10.0,50.0,0.78,36.0,0.3,0.0,0.0673076923076923,1.0,1.0,0.23500000000000001,0.07272727272727272,0.78,0.36,0.33252131546894037,1.0,0.307,C
Cat,Milk (Whole),3.3,3.3,4.8,0.0,5.1,61.0,30.0,120.0,0.75,31.0,0.15,0.0,0.06346153846153846,1.0,1.0,0.255,0.20454545454545453,0.75,0.31,0.30517879161528977,1.0,0.3206,C
Cat,Cheese (Cheddar),25.0,33.1,1.3,0.0,0.5,403.0,100.0,650.0,0.82,0.0,0.7,0.0,0.4807692307692308,0.345,1.0,0.025,0.7954545454545454,0.82,0.0,0.7791714177118966,1.0,0.487,A
Cat,Rice (White Cooked),2.7,0.3,28.2,0.4,0.1,130.0,5.0,30.0,0.7,73.0,0.08,0.0,0.051923076923076926,1.0,0.0,0.005,0.038636363636363635,0.7,0.73,0.06114526043351666,0.9733333333333334,0.3628,E
Cat,Rice (Brown Cooked),2.6,0.9,23.5,1.8,0.4,111.0,10.0,90.0,0.68,55.0,0.1,0.0,0.05,1.0,0.0,0.02,0.09090909090909091,0.68,0.55,0.06771351972424358,0.88,0.3487,D
Cat,Oats (Cooked),2.5,1.5,12.0,1.7,0.3,68.0,20.0,860.0,0.65,55.0,0.12,0.0,0.04807692307692308,1.0,1.0,0.015,0.49090909090909096,0.65,0.55,0.11199172984148863,0.8866666666666667,0.3224,C
Cat,Quinoa (Cooked),4.4,1.9,21.3,2.8,0.9,120.0,50.0,700.0,0.72,53.0,0.35,0.0,0.08461538461538462,1.0,0.0,0.045,0.5681818181818181,0.72,0.53,0.123220536756126,0.8133333333333334,0.3322,C
Cat,Sweet Potato (Cooked),2.0,0.1,20.1,3.0,6.5,86.0,2.0,4.0,0.74,63.0,0.15,0.0,0.038461538461538464,1.0,0.0,0.325,0.011818181818181818,0.74,0.63,0.0669380370872908,0.8,0.3345,F
Cat,Potato (Cooked),1.7,0.1,17.0,1.3,0.8,77.0,5.0,20.0,0.65,78.0,0.1,0.0,0.032692307692307694,1.0,0.3333333333333335,0.04,0.03409090909090909,0.65,0.78,0.05905932656333511,0.9133333333333333,0.3289,E
Cat,Carrot (Raw),0.9,0.2,9.6,2.8,4.7,41.0,2.0,60.0,0.6,35.0,0.08,0.0,0.01730769230769231,1.0,1.0,0.23500000000000001,0.03727272727272727,0.6,0.35,0.051379638439581356,0.8133333333333334,0.3111,C
Cat,Broccoli,2.8,0.4,7.0,2.6,1.7,34.0,30.0,20.0,0.7,15.0,0.15,0.0,0.05384615384615384,1.0,1.0,0.08499999999999999,0.1590909090909091,0.7,0.15,0.19979612640163094,0.8266666666666667,0.3035,C
Cat,Spinach,2.9,0.4,3.6,2.2,0.4,23.0,140.0,30.0,0.62,15.0,0.2,0.0,0.055769230769230765,1.0,1.0,0.02,0.5136363636363637,0.62,0.15,0.27619047619047615,0.8533333333333333,0.2911,B
Cat,Green Beans,1.8,0.2,7.0,3.4,3.3,31.0,15.0,40.0,0.68,15.0,0.12,0.0,0.03461538461538462,1.0,1.0,0.16499999999999998,0.09318181818181817,0.68,0.15,0.13893303064699206,0.7733333333333333,0.3044,B
Cat,Pumpkin,1.0,0.1,6.5,0.5,2.8,26.0,5.0,3.0,0.72,75.0,0.12,0.0,0.019230769230769232,1.0,1.0,0.13999999999999999,0.026363636363636367,0.72,0.75,0.09587217043941412,0.9666666666666667,0.3026,D
Cat,Peas,5.4,0.4,14.5,5.5,5.9,81.0,45.0,100.0,0.75,48.0,0.15,0.0,0.10384615384615385,1.0,0.6666666666666667,0.29500000000000004,0.27045454545454545,0.75,0.48,0.20341536916122552,0.6333333333333333,0.3322,D
Cat,Apple,0.3,0.2,13.8,2.4,10.4,52.0,10.0,40.0,0.55,36.0,0.18,0.0,0.005769230769230769,1.0,0.76,0.52,0.06818181818181818,0.55,0.36,0.011693834160170091,0.84,0.3042,D
Cat,Banana,1.1,0.3,22.8,2.6,12.2,89.0,30.0,50.0,0.6,51.0,0.12,0.0,0.021153846153846155,1.0,0.0,0.61,0.17272727272727273,0.6,0.51,0.02760351317440401,0.8266666666666667,0.3295,E
Cat,Blueberry,0.7,0.3,14.5,2.4,10.0,57.0,85.0,100.0,0.65,53.0,0.8,0.0,0.01346153846153846,1.0,0.6666666666666667,0.5,0.47045454545454546,0.65,0.53,0.029914529914529916,0.84,0.2488,E
Cat,Watermelon,0.6,0.2,7.6,0.4,6.2,30.0,2.0,10.0,0.55,72.0,0.1,0.0,0.011538461538461537,1.0,1.0,0.31,0.014545454545454545,0.55,0.72,0.040194884287454324,0.9733333333333334,0.3028,E
Cat,Strawberry,0.7,0.3,7.7,2.0,4.9,32.0,65.0,90.0,0.6,40.0,0.4,0.0,0.01346153846153846,1.0,1.0,0.24500000000000002,0.3659090909090909,0.6,0.4,0.049940546967895356,0.8666666666666667,0.2749,C
Cat,Mango,0.8,0.4,15.0,1.6,13.7,60.0,50.0,20.0,0.58,56.0,0.35,0.0,0.015384615384615385,1.0,0.6000000000000001,0.6849999999999999,0.2590909090909091,0.58,0.56,0.029348513598987984,0.8933333333333333,0.2921,E
Cat,Orange,0.9,0.1,11.8,2.4,9.4,47.0,10.0,30.0,0.5,43.0,0.15,0.0,0.01730769230769231,1.0,1.0,0.47000000000000003,0.06363636363636364,0.5,0.43,0.03540519276160503,0.84,0.3033,D
Cat,Pineapple,0.5,0.1,13.1,1.4,9.9,50.0,20.0,8.0,0.55,59.0,0.25,0.0,0.009615384615384616,1.0,0.8533333333333335,0.495,0.10363636363636364,0.55,0.59,0.020205731080088173,0.9066666666666667,0.2964,D
Cat,Avocado,2.0,14.7,8.5,6.7,0.7,160.0,110.0,1690.0,0.7,15.0,0.6,0.8,0.038461538461538464,1.0,1.0,0.034999999999999996,1.0,0.7,0.15,0.13320647002854424,0.5533333333333333,0.3271,F
Cat,Coconut (Raw),3.3,33.5,15.2,9.0,6.2,354.0,0.0,370.0,0.55,45.0,0.5,0.0,0.06346153846153846,0.32499999999999996,0.5733333333333337,0.31,0.16818181818181818,0.55,0.45,0.09805510534846028,0.4,0.4014,F
Cat,Peanut Butter,25.1,50.4,20.0,6.0,9.2,588.0,30.0,7800.0,0.8,14.0,0.4,0.0,0.4826923076923077,0.0,0.0,0.45999999999999996,0.65,0.8,0.14,0.44513411660385727,0.6,0.6259,D
Cat,Almonds,21.2,49.4,21.7,12.2,4.4,579.0,6.0,12100.0,0.75,15.0,0.85,0.0,0.4076923076923077,0.0,0.0,0.22000000000000003,0.53,0.75,0.15,0.37054299697040316,0.18666666666666676,0.5527,D
Cat,Walnuts,15.2,65.2,13.7,6.7,2.6,654.0,9080.0,38100.0,0.78,15.0,0.9,0.0,0.29230769230769227,0.0,0.7733333333333334,0.13,1.0,0.78,0.15,0.4101003113109651,0.5533333333333333,0.6068,C
Cat,Sunflower Seeds,20.8,51.5,20.0,8.6,2.6,584.0,74.0,23100.0,0.72,35.0,0.5,0.0,0.4,0.0,0.0,0.13,0.87,0.72,0.35,0.3669688801764274,0.42666666666666664,0.577,C
Cat,Flaxseed,18.3,42.2,28.9,27.3,1.5,534.0,22800.0,5900.0,0.45,0.0,0.55,0.0,0.35192307692307695,0.0,0.0,0.075,1.0,0.45,0.0,0.1744333827578903,0.0,0.4319,D
Cat,Chia Seeds,16.5,30.7,42.1,34.4,0.0,486.0,17800.0,5800.0,0.5,1.0,0.7,0.0,0.3173076923076923,0.4650000000000001,0.0,0.0,1.0,0.5,0.01,0.14076096229312404,0.0,0.419,D
Cat,Chocolate (Dark),7.8,42.6,45.9,10.9,24.0,546.0,0.0,330.0,0.6,23.0,0.8,1.0,0.15,0.0,0.0,1.0,0.15,0.6,0.23,0.0871346118041333,0.2733333333333333,0.4748,F
Cat,Chocolate (Milk),7.6,29.7,59.4,3.4,52.0,535.0,0.0,210.0,0.55,42.0,0.65,0.8,0.14615384615384613,0.5150000000000001,0.0,1.0,0.09545454545454546,0.55,0.42,0.06237874944038203,0.7733333333333333,0.4639,F
Cat,Grapes,0.7,0.2,18.1,0.9,15.5,69.0,10.0,80.0,0.52,59.0,0.3,0.8,0.01346153846153846,1.0,0.18666666666666654,0.775,0.08636363636363636,0.52,0.59,0.019351408825093033,0.94,0.2979,F
Cat,Raisins,3.1,0.5,79.2,3.7,59.2,299.0,5.0,30.0,0.48,64.0,0.45,0.8,0.05961538461538462,1.0,0.0,1.0,0.038636363636363635,0.48,0.64,0.018077997813145424,0.7533333333333333,0.3666,F
Cat,Onion (Raw),1.1,0.1,9.3,1.7,4.2,40.0,4.0,10.0,0.45,10.0,0.08,0.5,0.021153846153846155,1.0,1.0,0.21000000000000002,0.024545454545454544,0.45,0.1,0.04755043227665707,0.8866666666666667,0.306,E
Cat,Garlic,6.4,0.5,33.1,2.1,1.0,149.0,20.0,250.0,0.5,30.0,0.25,0.5,0.12307692307692308,1.0,0.0,0.05,0.21363636363636362,0.5,0.3,0.08099215388509239,0.86,0.3329,E
Cat,Mushroom,3.1,0.3,3.3,1.0,2.0,22.0,0.0,370.0,0.6,15.0,0.3,0.0,0.05961538461538462,1.0,1.0,0.1,0.16818181818181818,0.6,0.15,0.29017160686427457,0.9333333333333333,0.2803,B
Cat,Tomato,0.9,0.2,3.9,1.2,2.6,18.0,3.0,80.0,0.55,15.0,0.12,0.0,0.01730769230769231,1.0,1.0,0.13,0.05136363636363636,0.55,0.15,0.10291060291060293,0.92,0.2957,C
Cat,Celery,0.7,0.2,3.0,1.6,1.3,14.0,8.0,80.0,0.58,15.0,0.1,0.0,0.01346153846153846,1.0,1.0,0.065,0.07636363636363636,0.58,0.15,0.10943396226415093,0.8933333333333333,0.2963,B
Cat,Cucumber,0.7,0.1,3.6,0.5,1.7,15.0,3.0,30.0,0.6,15.0,0.1,0.0,0.01346153846153846,1.0,1.0,0.08499999999999999,0.028636363636363633,0.6,0.15,0.09744779582366589,0.9666666666666667,0.297,B
Cat,Zucchini,1.2,0.3,3.1,1.0,2.5,17.0,10.0,30.0,0.65,15.0,0.12,0.0,0.023076923076923075,1.0,1.0,0.125,0.06363636363636364,0.65,0.15,0.18097447795823665,0.9333333333333333,0.2966,C
Cat,Bell Pepper,0.9,0.3,6.0,2.1,4.2,31.0,8.0,50.0,0.62,15.0,0.2,0.0,0.01730769230769231,1.0,1.0,0.21000000000000002,0.06272727272727273,0.62,0.15,0.08075253256150507,0.86,0.2949,C
Cat,Kale,4.3,0.9,8.8,3.6,2.3,49.0,180.0,110.0,0.6,15.0,0.25,0.0,0.08269230769230769,1.0,1.0,0.11499999999999999,0.55,0.6,0.15,0.19679633867276883,0.76,0.2979,B
Cat,Cabbage,1.3,0.1,5.8,2.5,3.2,25.0,50.0,20.0,0.55,10.0,0.08,0.0,0.025,1.0,1.0,0.16,0.2590909090909091,0.55,0.1,0.10056258790436008,0.8333333333333334,0.3027,B
Cat,Cauliflower,1.9,0.3,5.0,2.0,1.9,25.0,30.0,10.0,0.58,15.0,0.15,0.0,0.036538461538461534,1.0,1.0,0.095,0.15454545454545454,0.58,0.15,0.15947901591895802,0.8666666666666667,0.2963,B
Cat,Asparagus,2.2,0.1,3.9,2.1,1.9,20.0,10.0,80.0,0.65,15.0,0.35,0.0,0.04230769230769231,1.0,1.0,0.095,0.08636363636363636,0.65,0.15,0.2340425531914894,0.86,0.2751,C
Cat,Beet,1.6,0.2,9.6,2.8,6.8,43.0,5.0,60.0,0.55,61.0,0.15,0.0,0.03076923076923077,1.0,1.0,0.33999999999999997,0.052272727272727276,0.55,0.61,0.0785013380909902,0.8133333333333334,0.3034,E
Cat,Corn (Sweet),3.4,1.5,19.0,2.7,6.3,86.0,18.0,960.0,0.68,52.0,0.1,0.0,0.06538461538461539,1.0,0.06666666666666687,0.315,0.5263636363636364,0.68,0.52,0.10316822846943328,0.82,0.3355,E
Cat,Lentils (Cooked),9.0,0.4,20.1,7.9,1.8,116.0,40.0,250.0,0.65,32.0,0.15,0.0,0.17307692307692307,1.0,0.0,0.09,0.31363636363636366,0.65,0.32,0.20096186877361732,0.4733333333333333,0.3436,D
Cat,Chickpeas (Cooked),8.9,2.6,27.4,7.6,4.8,164.0,40.0,2450.0,0.62,28.0,0.18,0.0,0.17115384615384616,1.0,0.0,0.24,0.7,0.62,0.28,0.15196915450289178,0.4933333333333334,0.3611,D
Cat,Black Beans (Cooked),8.9,0.5,23.7,8.7,0.3,132.0,30.0,120.0,0.6,30.0,0.12,0.0,0.17115384615384616,1.0,0.0,0.015,0.20454545454545453,0.6,0.3,0.16375344986200552,0.42000000000000004,0.3496,D
Cat,Tofu,8.0,4.8,1.9,0.3,0.6,76.0,370.0,2890.0,0.7,15.0,0.3,0.0,0.15384615384615385,1.0,1.0,0.03,1.0,0.7,0.15,0.5650857719475277,0.98,0.3114,A
Cat,Sardine,24.6,11.5,0.0,0.0,0.0,208.0,1480.0,120.0,0.93,0.0,0.55,0.0,0.4730769230769231,1.0,1.0,0.0,0.5545454545454546,0.93,0.0,0.9296221048354327,1.0,0.3955,A
Cat,Shrimp,24.0,0.3,0.2,0.0,0.0,99.0,540.0,50.0,0.91,0.0,0.8,0.0,0.46153846153846156,1.0,1.0,0.0,0.5227272727272727,0.91,0.0,0.9021065675340768,1.0,0.2901,A
Cat,Cod,17.8,0.7,0.0,0.0,0.0,82.0,200.0,10.0,0.92,0.0,0.7,0.0,0.3423076923076923,1.0,1.0,0.0,0.5045454545454545,0.92,0.0,0.9194834362717574,1.0,0.2887,A
Cat,Mackerel,18.6,13.9,0.0,0.0,0.0,205.0,2670.0,190.0,0.94,0.0,0.65,0.0,0.3576923076923077,1.0,1.0,0.0,0.5863636363636364,0.94,0.0,0.9394948952176247,1.0,0.3849,A
Cat,Liver (Beef),20.4,3.6,3.9,0.0,0.0,135.0,30.0,350.0,0.9,0.0,0.4,0.0,0.3923076923076923,1.0,1.0,0.0,0.3090909090909091,0.9,0.0,0.7552447552447553,1.0,0.3545,A
Cat,Liver (Chicken),16.9,4.8,0.7,0.0,0.0,119.0,50.0,650.0,0.89,0.0,0.35,0.0,0.32499999999999996,1.0,1.0,0.0,0.5454545454545454,0.89,0.0,0.8541169789892107,1.0,0.3474,A
Cat,Heart (Beef),17.7,3.9,0.1,0.0,0.0,112.0,20.0,280.0,0.88,0.0,0.3,0.0,0.3403846153846154,1.0,1.0,0.0,0.22727272727272727,0.88,0.0,0.8745648512071869,1.0,0.3467,A
Cat,Kidney (Beef),17.4,3.1,0.3,0.0,0.0,99.0,40.0,300.0,0.85,0.0,0.35,0.0,0.3346153846153846,1.0,1.0,0.0,0.33636363636363636,0.85,0.0,0.8351214003387916,1.0,0.3304,A
Cat,Bone Meal,12.0,6.0,0.0,0.0,0.0,100.0,10.0,50.0,0.4,0.0,0.15,0.0,0.23076923076923078,1.0,1.0,0.0,0.07272727272727272,0.4,0.0,0.39966694421315574,1.0,0.3161,B
Cat,Kelp,1.7,0.6,9.6,1.3,0.6,43.0,20.0,10.0,0.35,22.0,0.2,0.0,0.032692307692307694,1.0,1.0,0.03,0.10454545454545455,0.35,0.22,0.05260831122900088,0.9133333333333333,0.2917,C
Cat,Spirulina,57.5,7.7,23.9,3.6,3.1,290.0,820.0,1250.0,0.5,0.0,1.5,0.0,1.0,1.0,0.0,0.155,1.0,0.5,0.0,0.3531507185849404,0.76,0.2628,A
Cat,Wheatgrass,24.0,2.0,52.0,36.0,0.5,349.0,10.0,80.0,0.4,15.0,0.6,0.0,0.46153846153846156,1.0,0.0,0.025,0.08636363636363636,0.4,0.15,0.12629917116168926,0.0,0.3486,D
Cat,Honey,0.3,0.0,82.4,0.2,82.1,304.0,0.0,0.0,0.5,58.0,0.5,0.0,0.005769230769230769,1.0,0.0,1.0,0.0,0.5,0.58,0.0018135654697134563,0.9866666666666667,0.3682,F
Cat,Xylitol,0.0,0.0,100.0,0.0,0.0,240.0,0.0,0.0,0.1,7.0,1.5,0.8,0.0,1.0,0.0,0.0,0.0,0.1,0.07,0.0,1.0,0.1687,F
Cat,Cinnamon,4.0,1.2,80.6,53.1,2.2,247.0,10.0,40.0,0.3,5.0,0.8,0.0,0.07692307692307693,1.0,0.0,0.11000000000000001,0.06818181818181818,0.3,0.05,0.014182720718591182,0.0,0.2776,F
Cat,Turmeric,7.8,9.9,64.9,21.1,3.2,312.0,30.0,60.0,0.25,0.0,0.9,0.0,0.15,1.0,0.0,0.16,0.17727272727272728,0.25,0.0,0.026818869481501854,0.0,0.2707,F
Cat,Ginger,1.8,0.8,17.8,2.0,1.7,80.0,30.0,100.0,0.45,0.0,0.35,0.0,0.03461538461538462,1.0,0.22666666666666657,0.08499999999999999,0.19545454545454544,0.45,0.0,0.04130545639979602,0.8666666666666667,0.293,D
Cat,Parsley,3.0,0.8,6.3,3.3,0.9,36.0,8.0,120.0,0.55,5.0,0.2,0.0,0.057692307692307696,1.0,1.0,0.045,0.09454545454545454,0.55,0.05,0.17722878625134264,0.78,0.2954,B
Cat,Coconut Oil,0.0,99.1,0.0,0.0,0.0,862.0,0.0,1800.0,0.85,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.5,0.85,0.0,0.0,1.0,0.8099,C
Cat,Fish Oil,0.0,100.0,0.0,0.0,0.0,902.0,35310.0,1540.0,0.9,0.0,1.2,0.0,0.0,0.0,1.0,0.0,1.0,0.9,0.0,0.0,1.0,0.81,B
Cat,Olive Oil,0.0,100.0,0.0,0.0,0.0,884.0,760.0,9760.0,0.85,0.0,0.8,0.0,0.0,0.0,1.0,0.0,1.0,0.85,0.0,0.0,1.0,0.8044,B
Cat,Butter,0.9,81.1,0.1,0.0,0.1,717.0,320.0,2170.0,0.82,0.0,0.5,0.0,0.01730769230769231,0.0,1.0,0.005,1.0,0.82,0.0,0.7306930693069307,1.0,0.7073,A
Cat,Pumpkin Seeds,30.2,49.1,10.7,6.0,1.4,559.0,120.0,20700.0,0.72,25.0,0.65,0.0,0.5807692307692307,0.0,1.0,0.06999999999999999,1.0,0.72,0.25,0.5315081887069176,0.6,0.548,B
Cat,Hemp Seeds,31.6,48.8,8.7,4.0,1.5,553.0,8680.0,28700.0,0.75,0.0,0.95,0.0,0.6076923076923078,0.0,1.0,0.075,1.0,0.75,0.0,0.5879434383527662,0.7333333333333334,0.5276,A
Cat,Cranberry,0.5,0.1,12.2,4.6,4.0,46.0,20.0,30.0,0.5,45.0,0.7,0.0,0.009615384615384616,1.0,0.9733333333333336,0.2,0.11363636363636365,0.5,0.45,0.019669551534225022,0.6933333333333334,0.2479,D
Cat,Papaya,0.5,0.3,10.8,1.7,7.8,43.0,25.0,5.0,0.6,60.0,0.3,0.0,0.009615384615384616,1.0,1.0,0.39,0.12727272727272726,0.6,0.6,0.02652519893899204,0.8866666666666667,0.2901,E
Cat,Cantaloupe,0.8,0.2,8.2,0.9,7.9,34.0,5.0,3.0,0.58,65.0,0.2,0.0,0.015384615384615385,1.0,1.0,0.395,0.026363636363636367,0.58,0.65,0.05149833518312986,0.94,0.2953,D
Cat,Peach,0.9,0.3,9.5,1.5,8.4,39.0,2.0,80.0,0.55,42.0,0.25,0.0,0.01730769230769231,1.0,1.0,0.42000000000000004,0.046363636363636364,0.55,0.42,0.04755043227665707,0.9,0.2917,D
Cat,Plum,0.7,0.3,11.4,1.4,9.9,46.0,35.0,45.0,0.52,39.0,0.25,0.0,0.01346153846153846,1.0,1.0,0.495,0.19545454545454544,0.52,0.39,0.03005780346820809,0.9066666666666667,0.2936,C
Cat,Venison,30.2,3.2,0.0,0.0,0.0,158.0,80.0,200.0,0.93,0.0,1.5,0.0,0.5807692307692307,1.0,1.0,0.0,0.49090909090909096,0.93,0.0,0.9296921549155909,1.0,0.2643,A
Cat,Bison,28.4,7.2,0.0,0.0,0.0,188.0,100.0,250.0,0.92,0.0,1.8,0.0,0.5461538461538461,1.0,1.0,0.0,0.6136363636363636,0.92,0.0,0.9196761703625485,1.0,0.2545,A
Cat,Quail Egg,13.1,11.1,0.4,0.0,0.4,158.0,40.0,950.0,0.9,0.0,0.5,0.0,0.2519230769230769,1.0,1.0,0.02,0.6318181818181818,0.9,0.0,0.8726868985936344,1.0,0.3606,A
Cat,Anchovy,20.4,4.8,0.0,0.0,0.0,131.0,1478.0,97.0,0.91,0.0,0.55,0.0,0.3923076923076923,1.0,1.0,0.0,0.5440909090909091,0.91,0.0,0.9095541401273884,1.0,0.3377,A
Cat,Herring,17.9,9.0,0.0,0.0,0.0,158.0,1729.0,130.0,0.92,0.0,0.5,0.0,0.34423076923076923,1.0,1.0,0.0,0.5590909090909091,0.92,0.0,0.9194863204913455,1.0,0.3631,A
Cat,Trout,19.9,3.5,0.0,0.0,0.0,119.0,812.0,280.0,0.91,0.0,0.85,0.0,0.38269230769230766,1.0,1.0,0.0,0.6272727272727272,0.91,0.0,0.9095429432446007,1.0,0.2992,A
Cat,Rabbit Meat,20.1,3.5,0.0,0.0,0.0,114.0,220.0,900.0,0.88,0.0,1.2,0.0,0.38653846153846155,1.0,1.0,0.0,0.9090909090909092,0.88,0.0,0.8795624067628045,1.0,0.258,A
Cat,Goat Meat,20.6,2.3,0.0,0.0,0.0,109.0,40.0,290.0,0.87,0.0,1.1,0.0,0.3961538461538462,1.0,1.0,0.0,0.3318181818181818,0.87,0.0,0.8695778748180494,1.0,0.2638,A
Cat,Barley (Cooked),2.3,0.4,28.2,3.8,0.3,123.0,20.0,350.0,0.6,28.0,0.1,0.0,0.044230769230769226,1.0,0.0,0.015,0.2590909090909091,0.6,0.28,0.045231071779744336,0.7466666666666667,0.3474,D
Cat,Millet (Cooked),3.5,1.0,23.7,1.3,0.0,119.0,10.0,600.0,0.58,71.0,0.12,0.0,0.0673076923076923,1.0,0.0,0.0,0.3227272727272727,0.58,0.71,0.07460492466005145,0.9133333333333333,0.3417,D
Cat,Buckwheat (Cooked),3.4,0.6,19.9,2.7,0.9,92.0,40.0,350.0,0.65,54.0,0.15,0.0,0.06538461538461539,1.0,0.0,0.045,0.3590909090909091,0.65,0.54,0.09480909480909482,0.82,0.3315,D
